user_id,name,username,message,time
7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-17 09:49:18
7071122079,Artur,Archer1611,Киев,2026-02-17 09:49:36
7071122079,Artur,Archer1611,Киев,2026-02-17 09:49:42
7071122079,Artur,Archer1611,Київ,2026-02-17 09:49:53
7071122079,Artur,Archer1611,Прага,2026-02-17 09:50:03
7071122079,Artur,Archer1611,Киев,2026-02-17 09:54:07
7071122079,Artur,Archer1611,Киев,2026-02-17 09:56:31
7071122079,Artur,Archer1611,Арара,2026-02-17 10:02:25
7071122079,BOT,AI,Архангельск,2026-02-17 10:02:29
7071122079,Artur,Archer1611,Поаола,2026-02-17 10:04:02
7071122079,Artur,Archer1611,Париж,2026-02-17 10:04:13
7071122079,BOT,AI,Калуга,2026-02-17 10:04:18
7071122079,Artur,Archer1611,Азот,2026-02-17 10:05:42
7071122079,BOT,AI,Тюмень,2026-02-17 10:05:44
7071122079,Artur,Archer1611,Норильск,2026-02-17 10:06:10
7071122079,BOT,AI,Калуга,2026-02-17 10:06:12
7071122079,Artur,Archer1611,Газа,2026-02-17 10:06:34
7071122079,Artur,Archer1611,Умань,2026-02-17 10:06:52
7071122079,Artur,Archer1611,Азов,2026-02-17 10:07:11
7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-17 10:33:53
7071122079,Artur,Archer1611,Киев,2026-02-17 10:33:53
7071122079,BOT,AI,Калуга,2026-02-17 10:33:55
7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-17 10:46:32
7071122079,Artur,Archer1611,Киев,2026-02-17 10:47:13
7071122079,BOT,AI,Калуга,2026-02-17 10:47:15
7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-17 14:18:58
7071122079,Artur,Archer1611,Київ,2026-02-17 14:19:08
7071122079,BOT,AI,Вінниця,2026-02-17 14:19:10
7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-17 15:10:12
7071122079,Artur,Archer1611,Київ,2026-02-17 15:10:24
7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-17 15:15:26
7071122079,Artur,Archer1611,Київ,2026-02-17 15:15:36
7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-17 15:16:09
7071122079,Artur,Archer1611,Київ,2026-02-17 15:16:16
7071122079,Artur,Archer1611,Киев,2026-02-17 15:16:22
7071122079,Artur,Archer1611,Ереван,2026-02-17 15:16:34
7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-17 15:33:47
7071122079,Artur,Archer1611,Київ,2026-02-17 15:33:55
7071122079,BOT,AI,Вінниця,2026-02-17 15:33:58
7071122079,Artur,Archer1611,Ялта,2026-02-17 15:34:19
7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-17 15:42:48
7071122079,Artur,Archer1611,Київ,2026-02-17 15:42:56
7071122079,BOT,AI,Винница,2026-02-17 15:42:59
7071122079,Artur,Archer1611,Алмата,2026-02-17 15:43:20
7071122079,Artur,Archer1611,Алупка,2026-02-17 15:43:47
7071122079,Artur,Archer1611,Алушта,2026-02-17 15:44:06
7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-17 16:08:11
7071122079,Artur,Archer1611,Київ,2026-02-17 16:08:18
7071122079,Artur,Archer1611,Киев,2026-02-17 16:08:31
7071122079,BOT,AI,Воронеж,2026-02-17 16:08:33
7071122079,Artur,Archer1611,Житомир,2026-02-17 16:08:46
7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-18 11:13:28
7071122079,Artur,Archer1611,Киев,2026-02-18 11:13:34
7071122079,BOT,AI,Волгоград,2026-02-18 11:13:38
7071122079,Artur,Archer1611,Париж,2026-02-18 11:13:51
7071122079,Artur,Archer1611,Днепр,2026-02-18 11:14:07
7071122079,Artur,Archer1611,Волынь,2026-02-18 11:14:26
7071122079,Artur,Archer1611,Курск,2026-02-18 11:14:38
7071122079,Artur,Archer1611,Курск,2026-02-18 11:15:03
7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-18 12:39:42
7071122079,Artur,Archer1611,Киев,2026-02-18 12:39:49
7071122079,BOT,AI,Волгоград,2026-02-18 12:39:52
7071122079,Artur,Archer1611,Днепр,2026-02-18 12:40:03
7071122079,Artur,Archer1611,Днепр,2026-02-18 12:40:19
7071122079,Artur,Archer1611,Волынь,2026-02-18 12:40:28
7071122079,Artur,Archer1611,Новомосковск,2026-02-18 12:40:47
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-18 14:52:09
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-18 14:52:14
7071122079,7071122079,Artur,Archer1611,Омск,2026-02-18 14:52:25
7071122079,7071122079,Artur,Archer1611,Осло,2026-02-18 14:53:00
7071122079,7071122079,Artur,Archer1611,Уфа,2026-02-18 14:53:16
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-18 16:23:50
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-18 16:23:50
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-18 16:23:58
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-18 16:24:14
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-18 16:24:20
7071122079,7071122079,Artur,Archer1611,💡 Підказка,2026-02-18 16:24:22
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-18 16:24:30
7071122079,7071122079,Artur,Archer1611,Омск,2026-02-18 16:24:34
7071122079,7071122079,Artur,Archer1611,Лондон,2026-02-18 16:24:39
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-18 16:25:02
7071122079,7071122079,Artur,Archer1611,💡 Підказка,2026-02-18 16:25:06
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-18 16:25:10
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-18 16:27:39
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-18 16:27:44
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-18 16:27:49
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-18 16:53:25
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-18 16:53:31
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-18 17:12:34
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-18 17:12:42
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-18 17:12:49
7071122079,7071122079,Artur,Archer1611,Омск,2026-02-18 17:13:07
7071122079,7071122079,Artur,Archer1611,Курск,2026-02-18 17:13:11
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-18 17:16:11
7071122079,7071122079,Artur,Archer1611,Пррпа,2026-02-18 17:16:18
7071122079,7071122079,Artur,Archer1611,Апроо,2026-02-18 17:16:23
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-18 17:18:42
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-18 17:18:46
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-18 17:18:50
7071122079,7071122079,Artur,Archer1611,Сингапур,2026-02-18 17:19:00
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-18 17:23:45
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-18 17:23:49
7071122079,7071122079,Artur,Archer1611,Омск,2026-02-18 17:23:58
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-18 17:27:38
7071122079,7071122079,Artur,Archer1611,Омск,2026-02-18 17:27:59
7071122079,7071122079,Artur,Archer1611,Астрахань,2026-02-18 17:28:29
7071122079,7071122079,Artur,Archer1611,Донецк,2026-02-18 17:29:05
7071122079,7071122079,Artur,Archer1611,Омск,2026-02-18 17:29:33
7071122079,7071122079,Artur,Archer1611,Астрахань,2026-02-18 17:30:17
7071122079,7071122079,Artur,Archer1611,Новомосковск,2026-02-18 17:30:33
7071122079,7071122079,Artur,Archer1611,Абу даби,2026-02-18 17:31:02
7071122079,7071122079,Artur,Archer1611,Кишинев,2026-02-18 17:31:45
7071122079,7071122079,Artur,Archer1611,Ирпень,2026-02-18 17:32:11
7071122079,7071122079,Artur,Archer1611,Абу даби,2026-02-18 17:32:48
7071122079,7071122079,Artur,Archer1611,Астрахань,2026-02-18 17:33:17
7071122079,7071122079,Artur,Archer1611,Новомосковск,2026-02-18 17:33:40
7071122079,7071122079,Artur,Archer1611,Анкара,2026-02-18 17:33:58
7071122079,7071122079,Artur,Archer1611,Норильск,2026-02-18 17:34:23
7071122079,7071122079,Artur,Archer1611,Абу даби,2026-02-18 17:34:48
7071122079,7071122079,Artur,Archer1611,Абудаби,2026-02-18 17:35:11
7071122079,7071122079,Artur,Archer1611,💡 Підказка,2026-02-18 17:35:42
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-18 18:42:37
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-18 18:42:45
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-18 18:45:13
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-18 18:45:21
7071122079,7071122079,Artur,Archer1611,Харьков,2026-02-18 18:45:54
7071122079,7071122079,Artur,Archer1611,Винница,2026-02-18 18:46:10
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-18 18:51:27
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-18 18:51:32
7071122079,7071122079,Artur,Archer1611,Волынь,2026-02-18 18:51:56
7071122079,7071122079,Artur,Archer1611,Вольногорск,2026-02-18 18:52:12
7071122079,7071122079,Artur,Archer1611,Грозный,2026-02-18 18:52:38
7071122079,7071122079,Artur,Archer1611,Абу даби,2026-02-18 18:53:09
7071122079,7071122079,Artur,Archer1611,💡 Підказка,2026-02-18 18:53:59
7071122079,7071122079,Artur,Archer1611,Абудаби,2026-02-18 18:54:11
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-18 19:18:07
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-18 19:18:12
7071122079,7071122079,Artur,Archer1611,Абу даби,2026-02-18 19:18:32
7071122079,7071122079,Artur,Archer1611,Сочи,2026-02-18 19:19:11
7071122079,7071122079,Artur,Archer1611,Уфа,2026-02-18 19:19:36
7071122079,7071122079,Artur,Archer1611,Истамбул,2026-02-18 19:22:01
7071122079,7071122079,Artur,Archer1611,Просч,2026-02-18 19:22:44
7071122079,7071122079,Artur,Archer1611,Намиавлии,2026-02-18 19:22:58
7071122079,7071122079,Artur,Archer1611,Норильск,2026-02-18 19:23:17
7071122079,7071122079,Artur,Archer1611,Гразный,2026-02-18 19:23:50
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-18 19:29:50
7071122079,7071122079,Artur,Archer1611,Курск,2026-02-18 19:30:01
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-18 20:01:56
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-18 20:02:07
7071122079,7071122079,Artur,Archer1611,Алупка,2026-02-18 20:03:08
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-19 14:42:21
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-19 14:42:25
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-19 14:42:50
7071122079,7071122079,Artur,Archer1611,Курск,2026-02-19 14:42:58
7071122079,7071122079,Artur,Archer1611,Астрахань,2026-02-19 14:43:16
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-19 14:47:57
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-19 14:48:07
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-19 14:52:35
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-19 14:52:39
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-19 15:09:51
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-19 15:09:55
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-19 15:10:02
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-19 15:10:23
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-19 15:10:33
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-19 15:10:41
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-19 18:18:53
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-19 18:19:01
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-19 18:19:15
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-19 18:20:53
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-19 18:20:58
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-19 18:21:41
7071122079,7071122079,Artur,Archer1611,Омск,2026-02-19 18:23:50
7071122079,7071122079,Artur,Archer1611,Харьков,2026-02-19 18:25:14
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-19 18:32:36
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-19 18:32:41
7071122079,7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-19 18:35:12
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-19 18:35:18
7071122079,7071122079,Artur,Archer1611,Омск,2026-02-19 18:35:42
7071122079,7071122079,Artur,Archer1611,💡 Підказка,2026-02-19 18:35:52
7071122079,7071122079,Artur,Archer1611,Пстрахань,2026-02-19 18:36:20
7071122079,7071122079,Artur,Archer1611,Артрахань,2026-02-19 18:36:57
7071122079,7071122079,Artur,Archer1611,Днепр,2026-02-19 18:37:15
7071122079,7071122079,Artur,Archer1611,Уланбатор,2026-02-19 18:37:31
7071122079,7071122079,Artur,Archer1611,Минск,2026-02-19 18:37:51
7071122079,7071122079,Artur,Archer1611,Аргентина,2026-02-19 18:38:14
7071122079,7071122079,Artur,Archer1611,Амстердам,2026-02-19 18:38:44
7071122079,7071122079,Artur,Archer1611,Аскания нова,2026-02-19 18:39:03
7071122079,7071122079,Artur,Archer1611,Новоросийск,2026-02-19 18:40:40
7071122079,7071122079,Artur,Archer1611,Амберчик,2026-02-19 18:41:01
7071122079,7071122079,Artur,Archer1611,Амбарчик,2026-02-19 18:41:13
7071122079,7071122079,Artur,Archer1611,Астрахань,2026-02-19 18:52:39
7071122079,7071122079,Artur,Archer1611,Алупка,2026-02-19 18:53:44
7071122079,7071122079,Artur,Archer1611,Курск,2026-02-19 18:54:47
7071122079,7071122079,Artur,Archer1611,Амбарчик,2026-02-19 18:58:57
7071122079,7071122079,Artur,Archer1611,Абу даби,2026-02-19 18:59:05
7071122079,7071122079,Artur,Archer1611,Омск,2026-02-19 19:00:21
7071122079,7071122079,Artur,Archer1611,Арканзас,2026-02-19 19:01:34
7071122079,7071122079,Artur,Archer1611,Лондон,2026-02-19 19:03:49
7071122079,7071122079,Artur,Archer1611,Калифорния,2026-02-19 19:10:34
7071122079,7071122079,Artur,Archer1611,Курск,2026-02-19 19:11:10
7071122079,7071122079,Artur,Archer1611,Куйбышев,2026-02-19 19:11:26
7071122079,7071122079,Artur,Archer1611,Дубаи,2026-02-19 19:13:09
7071122079,7071122079,Artur,Archer1611,Осло,2026-02-19 19:15:51
7071122079,7071122079,Artur,Archer1611,Гвинеа,2026-02-19 19:18:32
7071122079,7071122079,Artur,Archer1611,Городыще,2026-02-19 19:18:51
7071122079,7071122079,Artur,Archer1611,Горловка,2026-02-19 19:18:59
7071122079,7071122079,Artur,Archer1611,Киев,2026-02-19 19:23:56
7071122079,7071122079,Artur,Archer1611,Дитомир,2026-02-19 19:24:23
7071122079,7071122079,Artur,Archer1611,Житомир,2026-02-19 19:25:03
7071122079,7071122079,Artur,Archer1611,Омск,2026-02-19 19:25:33
